,1_CSF3R,1_MPL,1_NRAS,2_DNMT3A,2_SF3B1,2_IDH1,3_MYD88,3_GATA2,4_KIT,4_TET2,5_NPM1,7_BRAF,7_EZH2,8_RAD21,8_MYC,9_JAK2,10_PTEN,10_SMC3,11_WT1,11_ATM,11_KMT2A,11_CBL,12_ETV6,12_KRAS,12_PTPN11,13_FLT3,15_IDH2,17_TP53,17_NF1,17_STAT3,17_PPM1D,18_SETBP1,19_CALR,20_ASXL1,20_GNAS,21_RUNX1,21_ERG,21_U2AF1,22_CHEK2,X_ZRSR2,X_BCOR,X_KDM6A,X_SMC1A,X_STAG2,X_PHF6
8654,127,0,314,1139,738,100,26,93,94,2847,471,1723,2848,751,343,54,282,324,350,432,2131,35,371,364,195,781,36,1327,2671,0,399,770,4,934,3,462,169,433,67,612,1361,650,472,901,1078
8655,548,1,122,377,870,102,200,3,859,2272,118,1197,2575,655,312,41,366,156,339,230,1372,328,413,339,490,259,45,773,2169,48,132,680,0,814,79,416,345,182,90,627,312,493,71,1008,1192
8656,1367,65,516,5858,2027,267,661,308,2334,5849,633,1267,6337,1088,1088,435,676,1623,744,482,5878,1285,653,1087,1592,1665,204,3577,10266,161,964,1339,8,1650,316,1100,578,1317,580,1231,4118,1845,1138,3496,3415
8657,1421,0,576,6419,2587,450,552,308,3204,10403,35,3970,9564,1036,927,400,468,1659,1674,684,6467,866,2162,1300,1408,2668,728,3410,9792,178,672,1887,27,2308,281,2041,1095,1284,177,2002,3014,2969,862,3273,2329
8658,1226,46,638,5366,1704,246,340,169,2986,9590,517,1878,6203,2440,907,182,589,1441,1271,443,4597,867,1087,1455,856,1595,147,2968,8262,85,744,2004,111,2600,169,1149,583,1051,317,2470,3634,3743,697,2491,2141
8659,181,0,58,769,382,21,48,49,420,1456,2,567,1247,129,121,38,52,262,236,148,826,141,393,120,181,307,90,411,1334,25,108,222,0,297,49,258,110,165,31,280,471,380,62,429,317
8660,642,80,571,6412,1940,253,874,72,2725,6211,160,4279,8269,1479,488,655,494,1479,1384,397,5586,1187,1585,1164,1375,2148,341,1938,8527,117,668,2120,36,117,146,1373,442,763,255,1676,2982,2694,858,2441,2491
8661,953,57,566,4969,1314,145,583,202,3032,7894,428,3962,5227,1662,1003,318,483,1602,794,838,4406,284,839,1350,1276,1718,291,2491,8766,37,739,1716,125,1965,70,1845,167,1730,407,1707,22,3260,915,2410,1683
8662,366,1,156,1731,2,54,183,399,921,2767,40,815,1127,211,512,70,18,315,407,257,1701,349,498,208,519,774,130,771,2193,28,113,619,26,796,118,510,201,560,87,392,814,1026,168,600,180
8663,283,147,125,2716,525,27,107,59,1477,2708,177,1658,2941,499,214,31,207,168,289,395,2684,225,544,404,485,939,76,1028,2578,23,258,452,66,942,78,417,333,202,90,849,1245,934,132,1190,1587
8664,367,73,315,2173,669,68,232,219,1288,3769,171,799,1447,603,293,44,224,267,390,431,2653,126,375,296,303,660,41,1236,2590,19,286,463,135,0,60,796,241,897,79,1049,1246,979,571,1134,1007
8665,378,5,294,1912,553,86,99,35,1175,2859,66,965,1994,674,154,1,351,630,538,219,1887,397,460,223,346,362,44,1461,2815,10,252,394,18,573,54,463,207,554,120,430,1027,811,251,834,909
8666,204,70,102,1303,317,45,138,57,614,1855,114,710,1237,278,489,41,115,166,280,122,1271,208,217,125,224,393,47,541,1445,5,213,253,21,462,56,265,148,236,77,223,801,487,132,400,280
8667,1619,0,690,7875,1826,847,200,60,4272,10553,186,823,12680,2081,1223,656,159,2334,1185,917,7010,1230,2232,1443,2379,2260,292,3313,11335,291,425,1671,88,2323,295,2092,612,449,490,2608,4621,2963,788,3421,4013
8668,739,0,87,2436,402,179,467,175,994,3348,40,1553,2869,232,260,53,354,538,369,205,1864,268,660,291,697,625,199,421,2904,58,440,660,36,928,178,622,120,624,337,610,1271,690,305,544,493
8669,1077,0,178,5459,528,44,267,391,2298,6289,73,2008,7738,869,520,274,203,815,477,188,4261,372,516,521,561,1606,15,890,4106,85,570,607,21,1603,244,880,8,1315,52,545,1521,2235,453,1547,1855
8670,721,0,440,2334,398,78,419,165,1986,5518,191,976,2936,861,575,84,404,606,530,649,2828,256,519,247,620,1182,260,770,3847,60,383,1001,10,951,145,596,142,1049,178,994,260,2056,376,1428,1378
8671,693,0,129,3015,1398,143,115,562,1706,6893,423,558,3608,1090,891,106,621,936,362,955,4944,721,725,231,726,934,95,3025,7355,58,553,1473,42,1829,172,600,456,1139,234,1780,1809,846,630,1290,2754
8672,305,0,54,2072,535,135,75,113,752,1552,111,1014,1679,647,478,51,189,316,308,269,1422,283,239,247,241,795,84,793,2093,6,216,516,73,290,76,354,228,346,94,547,1151,966,187,603,701
8673,547,0,81,36,796,340,49,163,1872,5023,12,1494,4114,1009,367,146,405,1148,291,327,3060,536,724,486,544,950,42,1440,3941,37,314,979,18,785,94,556,236,667,44,623,464,1640,298,393,25
8674,133,29,410,1587,559,507,251,189,1423,5167,268,961,1641,1200,645,147,585,842,991,774,1688,887,90,526,714,656,290,2094,7058,102,562,1543,20,1221,323,640,387,777,214,1417,2423,1394,561,2315,1012
8675,332,0,493,1443,817,149,368,148,1744,5157,0,1927,4076,705,666,121,260,1081,835,367,3827,391,1149,582,774,872,274,2434,5225,86,205,1032,98,805,94,1133,492,437,421,1721,1537,412,570,917,1153
8676,350,87,151,1524,515,153,217,28,952,1823,63,860,1775,654,422,1,79,231,354,229,2219,173,274,80,471,441,55,906,2573,8,126,582,71,753,56,229,330,558,96,148,1259,1036,237,921,768
8677,268,0,145,1213,230,230,49,84,926,2115,0,948,2279,584,168,75,139,252,251,222,1002,373,360,236,210,619,119,756,2186,51,161,372,59,631,57,381,156,250,36,457,867,430,172,464,575
8678,1081,0,415,4260,1410,495,618,149,2179,6563,549,3404,7209,1594,373,450,407,949,462,377,2889,637,1497,1115,685,1418,460,2618,7239,123,660,1004,28,2140,208,894,487,1303,637,1577,2642,2308,492,1566,1839
8679,394,20,225,1893,413,141,268,0,462,1980,47,524,1979,669,287,73,311,278,305,354,1780,70,405,201,199,699,95,959,1980,12,91,541,52,710,29,335,294,388,159,306,819,937,255,710,463
8680,687,10,272,1071,536,141,305,0,1378,2805,284,1349,4086,502,695,102,221,590,633,91,2696,430,694,228,500,931,134,1803,3923,62,278,1036,46,1237,74,683,147,632,102,574,1523,1874,236,1131,1154
8681,268,0,135,1022,270,124,151,4,667,1720,166,321,902,266,279,10,92,87,222,253,870,108,198,6,255,394,5,626,1669,7,166,403,6,479,2,158,98,207,29,393,48,558,186,621,596
8682,532,126,143,1853,530,236,1,239,1519,4931,74,1811,4589,788,459,137,461,645,742,514,2992,605,1367,722,846,1259,193,1377,5158,61,228,1286,20,1753,139,1274,319,617,261,893,2182,1941,412,1834,1481
8683,276,7,113,939,350,89,69,141,608,1511,105,505,1090,322,114,52,60,313,182,139,783,147,228,232,242,346,31,625,995,20,170,335,0,348,93,396,101,329,89,485,499,233,209,506,594
8684,900,16,381,3784,859,160,371,97,1816,4584,257,2489,5968,700,492,488,477,1102,608,427,2724,528,1026,200,831,1262,173,1716,5614,164,502,889,0,1623,378,1004,313,240,318,1221,1520,2010,670,1191,1280
8685,404,4,119,1425,1074,139,293,150,1910,4551,152,1430,2333,788,544,87,330,660,455,516,2646,171,653,382,98,971,56,1529,4177,39,308,740,90,1045,25,356,305,1,71,848,203,1002,152,406,1383
8686,475,0,150,2307,436,101,354,1,1242,2365,0,4,2,1036,690,30,355,924,324,719,2198,118,531,83,305,503,62,1076,3350,44,353,0,0,1120,87,441,288,543,115,1416,1209,0,401,1,0
8687,254,87,123,844,660,112,80,140,603,3115,89,360,720,130,62,11,123,266,179,404,2077,202,84,468,328,243,21,581,2168,33,179,555,71,634,11,183,75,350,12,535,1061,702,167,566,567
8688,626,0,246,4118,1120,238,264,278,2423,6676,206,2901,4657,1301,708,239,486,1224,924,889,4346,593,1259,517,788,1410,77,3281,6799,48,542,1729,48,952,99,627,301,1361,155,1315,1691,2124,832,1964,1702
8689,1068,27,732,2724,1116,516,176,398,1899,7624,0,2956,7139,759,262,230,431,1333,585,403,3171,1001,1421,786,1163,1675,263,2168,7779,13,725,744,62,1776,212,1033,568,402,313,1060,2780,1966,689,1208,1437
8690,409,13,303,3431,1050,134,332,269,2426,3395,210,2676,5263,935,377,98,556,820,612,790,3626,581,1091,659,317,1189,126,2458,5415,57,414,1215,44,605,196,671,405,964,212,1235,2305,1745,438,1592,1945
8691,588,51,137,1419,363,51,247,69,861,1298,16,946,2552,516,417,41,190,251,407,164,1409,204,586,288,548,379,185,745,2736,59,191,582,37,453,115,824,273,294,69,417,756,556,146,752,492
8692,155,0,20,587,290,124,108,0,847,1724,122,800,1764,431,234,7,128,279,77,250,1383,65,315,143,187,452,20,704,1690,22,141,443,12,425,7,216,152,406,57,393,777,697,100,606,551
8693,995,72,422,5527,1735,367,242,219,2795,9116,399,4338,8013,1815,875,214,1024,1696,1292,1009,3304,1064,2083,1452,1345,1616,233,3335,10328,137,742,1496,40,1552,143,1431,676,1206,556,2058,2514,2765,963,2834,3294
8694,919,29,301,4012,626,120,486,213,1855,4587,51,2246,5781,996,754,280,324,613,609,577,3325,358,851,205,706,1487,241,1908,5207,31,416,1505,40,985,85,1273,265,288,135,1042,2352,1641,536,1417,843
8695,296,7,49,1248,491,37,133,86,669,1783,12,757,1885,456,307,82,143,168,243,154,1277,272,633,293,343,404,50,600,1945,47,146,415,32,525,82,445,131,64,150,582,795,653,66,553,437
8696,1190,70,550,6467,1842,511,434,199,3241,8808,518,3052,6261,1277,917,205,560,1504,1253,856,5609,1050,1215,1608,1347,1917,351,3052,8942,119,635,1692,56,1945,287,1314,404,990,344,1795,3507,2711,387,2326,1805
8697,360,24,157,1424,389,122,94,76,610,1832,167,1108,1861,380,175,56,94,243,415,364,1146,151,340,324,188,188,69,680,1839,10,124,442,10,545,65,225,190,502,53,47,753,838,212,777,723
8698,299,93,181,1883,404,60,168,114,1094,1719,22,990,1959,507,182,38,88,338,396,237,1775,262,227,349,465,355,76,782,2418,27,177,495,32,564,45,533,101,274,111,421,1095,685,14,737,654
8699,661,63,399,2157,875,422,36,102,1829,4102,136,1534,1134,876,485,55,414,857,355,445,2686,448,782,443,638,881,182,1648,4537,56,273,1003,20,849,34,515,339,574,135,959,1385,1028,216,1604,1787
8700,585,60,187,3921,1587,263,334,153,2139,7190,403,1180,2944,904,680,55,340,739,555,701,4328,296,479,801,341,1089,106,2270,6000,41,292,1395,64,1518,192,721,424,969,217,342,947,1924,551,1463,2259
8701,0,0,0,1395,612,101,137,50,604,1653,0,1,0,349,275,91,98,331,362,318,1655,265,241,306,259,627,79,217,810,2,60,0,7,796,76,277,170,346,136,486,1146,1155,194,868,815
8702,689,111,216,2490,727,244,193,134,1134,3172,59,1444,2598,666,336,82,136,449,614,359,1803,216,896,480,458,708,182,850,4187,71,337,763,24,921,33,909,200,483,225,807,521,1305,55,888,889
8703,220,0,58,569,369,20,71,26,731,1805,82,343,889,346,174,47,301,207,220,235,979,104,184,79,179,460,20,563,2074,9,142,224,8,444,36,227,113,225,68,450,607,520,174,446,492
8704,3910,21,970,11030,3867,627,2107,526,5365,18044,817,6921,14704,3381,2159,1039,1526,2903,2564,1372,11548,1638,4042,1734,2722,4887,1195,6248,15717,522,1824,3230,211,5500,657,3698,1150,2450,1427,4668,4707,4916,1058,4522,3576
8705,828,11,252,3551,1082,69,292,188,2229,4425,193,1832,4135,636,644,110,409,349,598,448,3069,200,750,484,741,1116,172,2199,3222,48,457,1246,180,503,127,626,445,1066,227,417,1506,1525,325,1007,1125
8706,994,5,373,4096,812,267,598,258,1864,4655,115,1811,3294,658,480,208,431,596,844,412,3166,507,1146,984,912,1159,225,2079,5336,108,441,1156,94,1435,88,934,565,494,359,708,2025,1676,410,1471,1202
8707,845,3,239,1121,936,30,275,189,1223,3262,28,839,2759,246,282,210,248,440,733,296,1656,292,660,397,744,370,129,28,2620,30,587,737,26,726,0,840,320,314,57,225,1038,1382,399,281,1181
8708,796,4,358,3112,1587,307,303,76,1686,5421,512,2319,5196,1169,210,168,223,732,708,421,3031,524,646,589,686,1581,176,1380,5598,28,245,945,44,635,42,729,316,543,91,791,1535,1056,503,1788,1278
8709,629,118,299,2994,668,73,465,112,1120,4224,155,2042,2616,604,627,291,177,430,573,264,2597,444,1244,642,755,1231,123,1742,3981,156,518,1003,16,1352,198,1177,376,409,368,1070,1867,752,456,757,896
8710,291,80,64,827,727,109,108,0,966,2217,15,1334,1330,391,330,59,148,371,225,228,1614,195,234,436,312,622,65,883,2253,8,299,215,50,335,112,143,194,566,23,109,1018,931,199,77,1267
8711,385,10,111,1316,596,93,69,20,1079,2480,305,697,2389,186,196,38,104,127,188,305,1523,191,351,185,408,562,14,746,2211,3,125,692,78,741,6,224,131,178,81,446,946,721,96,441,659
8712,990,0,355,4342,1131,303,426,98,2582,5426,150,1147,6609,1063,429,162,499,1234,988,380,3957,562,1207,764,793,1865,206,2268,6489,60,458,1830,54,1811,72,1225,541,1297,291,1578,3071,1608,898,2080,2714
8713,1729,159,679,7187,1830,502,1028,305,3192,9517,284,4627,9928,1458,985,348,452,1634,1893,801,5480,577,2693,1801,1766,2160,463,4129,11309,193,986,2363,141,2397,384,2234,1033,1111,408,2173,4601,3464,776,3087,2248
8714,759,0,459,5108,1914,283,218,113,2641,5579,723,3196,7699,1476,722,215,845,1090,953,1040,4578,409,866,631,870,1743,203,2330,8069,78,379,1447,245,736,42,485,400,1217,294,1157,3029,2668,490,702,291
8715,659,0,642,2793,681,29,356,37,1323,3013,310,2316,4431,899,355,134,254,275,636,175,1922,251,860,405,622,767,48,1619,4935,26,695,757,34,1292,135,1362,348,829,167,148,1434,1469,480,1461,1307
8716,796,8,246,2686,842,46,248,264,1195,2096,81,1077,3460,974,440,125,183,242,567,239,1748,312,497,489,391,644,67,1263,2687,53,296,670,37,719,115,290,274,467,68,694,81,782,335,1039,614
8717,364,0,182,1317,521,33,191,3,848,1856,58,1007,1779,428,319,72,191,414,221,215,900,116,407,179,412,554,124,453,2278,27,265,463,26,574,35,355,91,389,96,423,836,1140,174,547,578
8718,259,81,93,2026,572,49,288,0,980,2776,121,880,2818,487,299,154,164,232,375,102,2008,232,561,159,349,544,18,552,2936,4,283,823,63,982,69,255,331,340,66,869,1286,1434,177,1274,1277
8719,496,212,220,3178,950,161,227,197,1622,4830,178,1017,3899,818,550,34,264,473,351,599,2985,162,902,440,349,822,93,1963,3367,27,302,868,193,1144,101,591,397,729,149,357,1976,1359,141,898,1141
8720,487,0,292,3059,1238,89,386,337,2548,5807,46,697,1756,1653,360,386,368,239,843,762,2511,526,1093,1110,1153,1678,100,1924,6705,47,326,1161,88,1397,212,1013,284,674,150,1004,69,1271,974,334,1472
8721,312,0,340,224,708,142,380,148,1415,3611,306,1378,2915,830,351,86,214,328,289,191,1907,411,893,397,427,1022,65,1651,3127,5,318,631,10,862,101,495,188,559,190,575,1250,538,506,1026,749
8722,811,62,532,4291,1213,140,748,35,1687,5549,17,2308,6200,1314,798,131,265,912,1073,399,3960,524,1005,517,705,1354,457,1886,5804,69,461,1336,38,1668,249,1808,735,871,338,61,2823,1621,462,2434,806
8723,811,3,558,5620,879,459,289,239,3275,5274,261,3376,3810,1126,713,374,734,1565,1099,588,2359,634,1488,1197,1001,1341,183,3211,5834,217,362,1443,64,1684,7,1008,300,1120,262,475,2478,1313,587,1426,1310
8724,830,1,496,3128,1089,191,91,186,2271,6900,391,1223,3065,948,671,188,317,891,645,740,3747,493,518,459,666,1269,193,1940,5959,36,279,1078,16,1655,96,867,589,884,227,1695,2289,881,599,1770,2044
8725,181,0,183,1336,353,87,118,65,1482,3163,249,1589,2217,379,425,1,405,562,218,586,2429,502,453,330,443,820,39,547,2782,8,123,790,46,781,41,233,358,561,20,725,537,857,317,736,1464
8726,725,0,785,3373,1024,43,552,0,862,5985,178,2937,5639,599,729,453,625,1131,1002,607,3525,383,1279,955,800,1224,105,1861,6893,105,684,339,74,623,370,706,330,886,464,1313,2299,2312,620,1891,2059
8727,342,198,96,1504,551,69,27,88,938,2762,32,951,1585,508,375,34,60,4,287,223,1849,232,487,270,240,562,117,780,2069,27,153,826,161,899,57,200,159,483,53,544,1012,633,243,511,604
8728,871,0,100,2325,719,429,262,34,1117,4387,39,1768,4094,387,556,79,340,926,371,390,2156,561,862,87,634,951,30,1284,4924,121,280,924,10,690,81,511,378,391,311,921,17,787,301,1346,1423
8729,536,129,354,1380,578,74,166,102,1343,3834,41,1609,2521,453,256,0,112,629,589,547,2241,349,757,430,438,914,59,1288,3653,20,261,1011,0,560,98,696,195,427,99,786,1646,1227,193,968,779
8730,1132,28,280,6273,1593,253,462,489,1734,5654,388,3126,6247,1657,973,111,162,1702,731,657,5709,609,1738,738,623,1622,201,2743,5652,117,376,1305,74,1328,228,1196,434,488,460,1666,2075,1776,408,1516,1340
8731,232,0,265,2696,763,41,222,35,1994,4306,234,1234,3508,504,380,146,421,378,502,440,2156,256,864,627,353,809,75,1021,3908,16,219,524,68,693,13,520,323,392,91,784,1555,867,328,1060,282
8732,192,41,143,1050,292,31,142,43,552,1190,9,448,1164,350,188,34,32,201,143,79,792,148,268,157,155,271,9,672,1388,15,93,190,77,497,31,266,109,15,129,254,101,419,92,318,394
8733,1592,0,566,4776,1458,640,939,417,3009,8759,434,1866,4739,1866,905,491,926,1993,1533,832,6016,894,879,703,1643,2362,206,2571,10171,120,396,1295,2,2252,345,2522,427,946,495,2641,3505,2218,792,2275,2521
8734,873,85,385,4609,903,191,577,578,2253,5168,251,2203,5355,874,356,294,366,484,560,660,3687,432,1126,657,854,772,375,2041,4380,36,615,1298,28,1859,254,901,440,1269,219,649,2131,1792,416,1584,1333
8735,837,58,447,3338,581,379,166,144,2648,5878,139,2304,4567,1090,327,181,530,859,711,617,2965,304,1004,972,989,1744,204,1998,6380,57,449,1199,4,1221,62,671,415,518,84,697,2081,790,345,1863,1879
8736,157,8,125,1233,415,111,54,33,578,1705,43,244,1875,123,116,0,130,165,194,195,970,91,232,221,254,252,56,621,1765,15,87,183,0,283,3,97,147,258,63,205,1100,278,268,639,71
8737,666,31,342,3161,938,167,279,10,1883,4491,289,1178,2339,869,502,108,270,579,496,617,3343,352,576,450,686,1399,194,1696,4788,59,330,599,80,1174,138,978,219,651,268,1076,1940,2160,285,1584,470
8738,331,2,165,217,651,156,128,246,1334,4073,335,1805,3349,911,439,1,300,692,275,657,2811,455,441,249,420,760,39,1202,3916,10,199,875,50,377,102,300,325,332,159,741,1589,842,386,860,1053
8739,1029,5,272,2745,774,101,375,154,1824,4857,161,843,2916,813,522,225,538,783,534,325,2993,541,643,541,807,1187,290,1380,4714,85,397,877,22,1456,216,1134,360,509,387,1027,1783,509,433,1266,1198
8740,469,21,92,963,557,66,308,81,1035,3877,247,654,1878,901,447,12,196,454,500,291,2568,308,75,471,384,400,84,1278,2924,19,263,561,56,1182,66,396,302,348,38,772,1146,864,193,888,904
8741,702,47,208,2943,728,219,253,260,870,2915,148,1648,2855,728,403,244,431,563,463,180,2073,510,888,489,561,894,170,1432,3651,126,343,668,79,1126,77,930,223,311,347,435,1664,1275,361,1107,674
8742,1326,2,435,6186,1388,309,653,546,2646,6153,339,3045,5620,1270,642,116,426,1043,1139,606,4195,623,1856,950,1117,1792,364,2913,6411,74,611,1674,152,1855,217,1015,248,1215,441,1980,2515,2487,555,1883,2216
8743,1023,51,496,3705,880,388,351,25,2368,5324,569,2880,6547,1067,315,312,875,1131,990,672,3535,554,1474,826,1144,1665,38,1114,7089,147,124,849,22,1631,34,684,740,656,131,1619,1262,1814,672,961,2067
8744,175,26,148,1188,451,29,121,54,1080,3135,350,460,971,533,269,11,227,228,201,75,1424,152,343,83,152,674,41,1431,2670,14,85,488,0,698,33,108,146,428,100,450,1053,441,212,194,804
8745,618,64,255,2450,1091,270,231,196,1746,5457,199,1992,4460,1030,533,97,589,653,986,827,3449,743,661,984,963,1232,265,1703,5264,78,712,1466,36,1367,149,659,460,993,272,1835,2293,1776,526,1364,1224
8746,511,142,220,2101,494,87,111,48,993,2294,29,977,2711,219,297,24,175,593,331,87,2305,182,554,257,169,841,102,703,1981,15,342,634,0,432,31,177,237,457,42,107,965,1341,26,87,650
8747,733,91,309,4044,909,180,513,265,2175,5892,0,2453,7190,1355,632,121,60,1040,752,302,3273,706,1137,942,1012,1363,174,2579,6647,83,475,453,0,918,349,780,249,638,187,1644,2774,1790,816,2077,1727
8748,1433,56,375,5313,1097,527,577,249,3087,7627,249,3372,8509,1899,1058,554,521,1652,1285,586,3985,825,1804,1386,1093,1515,479,2881,8015,153,646,1502,128,2047,265,1172,422,1214,395,2039,1801,2830,865,2432,2730
8749,1059,0,276,4154,1234,238,387,172,1853,1615,202,961,2905,1008,194,289,386,588,767,468,3389,539,700,293,619,881,112,2222,5613,28,160,477,123,1615,152,752,479,971,153,1324,1851,1507,655,1203,1486
8750,207,0,157,933,362,78,141,60,397,2175,168,245,839,224,228,26,176,239,154,161,1297,104,113,247,188,236,32,668,1611,11,130,357,6,0,37,189,155,302,59,193,451,534,30,428,237
8751,325,18,332,1832,1006,72,88,75,1682,3449,326,1924,5050,1154,334,117,242,935,501,439,2052,398,649,355,414,0,88,1546,4244,33,454,861,110,683,105,423,216,629,84,1129,1603,1725,354,729,1134
8752,289,64,176,1130,432,81,39,173,576,1624,45,760,1507,328,166,31,125,220,185,136,1187,205,337,190,230,246,89,580,1309,34,210,331,33,236,16,222,170,143,55,302,677,675,211,34,371
8753,453,62,255,1704,442,140,110,0,1352,3432,370,471,1013,814,271,77,182,347,329,376,1412,41,380,384,436,663,30,966,3250,26,201,815,4,863,156,477,192,431,119,668,1211,938,190,1036,1229
8754,818,9,194,3348,964,218,42,72,2367,4240,99,1874,5796,1483,734,432,371,741,785,655,3218,330,1325,723,1096,1551,50,2151,5324,149,334,405,52,1746,247,915,78,206,345,1490,2235,1319,284,261,1330
8755,653,0,240,2675,936,207,40,141,1353,3869,161,1774,4651,706,404,270,339,512,734,349,2833,489,1002,556,629,670,245,1719,4201,118,304,915,76,874,137,554,451,549,250,1132,2004,1392,256,1279,1150
8756,2989,166,1298,11481,2640,604,1086,711,5657,13064,409,2844,6762,2670,1370,567,1379,2390,1721,1074,9581,1266,1711,1827,2247,3467,587,6537,14411,394,1092,3776,34,5055,96,2376,1656,2355,698,2410,7092,6090,1565,3994,4023
8757,334,22,153,1818,324,79,25,72,360,2550,185,493,1267,458,341,52,241,376,321,369,1615,269,138,54,328,650,14,990,2396,26,276,433,22,572,87,253,174,427,119,635,714,936,157,750,419
8758,924,80,119,232,507,116,183,267,1683,4665,273,1954,4977,666,391,136,228,648,500,409,2871,467,1234,870,654,1320,109,1697,5208,96,200,945,28,1246,106,457,206,332,130,666,2219,1399,426,1152,1036
8759,2243,77,557,8655,2346,591,1021,275,3616,10570,487,5121,10068,1885,1099,513,909,2034,1563,617,6687,1403,2093,1843,1593,2981,448,3984,11647,199,1019,2556,126,2145,508,2154,797,1559,353,1255,4856,4188,1366,3125,3060
8760,345,23,166,1774,632,43,77,40,933,320,122,872,2118,441,367,102,196,516,400,444,1563,155,464,309,159,795,63,918,2381,49,139,486,34,477,40,424,161,94,122,654,359,980,111,801,939
8761,603,44,218,3514,1120,134,208,256,1701,6032,303,607,2286,748,827,76,388,766,541,533,4481,551,531,935,513,1011,77,2035,5427,19,253,964,93,1055,136,626,285,922,150,1176,2148,1480,557,1262,1461
8762,1389,11,399,6708,1952,568,848,245,2014,7415,115,3133,8299,1666,823,427,517,1193,1020,664,3910,587,1646,1263,1040,1584,646,2714,6341,322,544,1281,106,1987,144,1801,577,1174,385,1868,3298,2770,596,2078,1629
